title,platform,date,meta_score,user_score,link,esrb_rating,developers,genres,platform_group,nintendo_relation,genre_main,player_type,play_situation,difficulty,mood,session_length,beginner_friendly,local_multiplayer,online_multiplayer,budget_tier,buying_advice,title_en,title_ko,title_zh,localization_note,image_url,image_file,official_url_en,official_url_ko,official_url_zh,media_note,normalized_title
Splatoon Raiders,Nintendo Switch 2,2026-07-23,,,,,Nintendo,"['Shooter', 'Action', 'Online']",Switch 2,Nintendo Core,Shooter,Competitive Player,Online|Short Break,Medium,Exciting,Medium,Yes,No,Yes,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Splatoon Raiders,스플래툰 레이더스,斯普拉遁 塗擊隊,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/700100001228270b216ace3dbe11f1981251d357ba780b/8c42325f9e62bb74a17434734d2bd1a0/ac10d398536e75dbd5ab9961c04d8fdaeaa35b531a173adfedf684ec18a8460d.jpg,data/media_images/splatoon_raiders.jpg,https://www.nintendo.com/us/store/products/splatoon-raiders-switch-2/,https://store.nintendo.co.kr/70010000122826,https://www.nintendo.com/hk/games/switch2/aadla/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,splatoon raiders
Hyrule Warriors: Age of Calamity,Nintendo Switch,2020-11-20,79.0,8.1,,T,Nintendo,"['Action', ""Beat-'Em-Up"", '3D']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Hyrule Warriors: Age of Calamity,젤다무쌍 대재앙의 시대,ZELDA無雙 災厄啟示錄,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000034760/1123ea0e4079a8aaa32187dcaa94b8ef407e028f9b6b8d5ff944bd750f1ce347",data/media_images/hyrule_warriors_age_of_calamity.jpg,https://www.nintendo.com/us/store/products/hyrule-warriors-age-of-calamity-switch/,https://www.nintendo.com/kr/switch/axeab/,https://www.nintendo.com/hk/switch/zelda-yakusai/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,hyrule warriors age of calamity
Pikmin 3 Deluxe,Nintendo Switch,2020-10-30,85.0,8.4,,E10+,"['Eighting', ' Nintendo']","['Strategy', 'Real-Time', 'General']",Switch Compatible,Nintendo Core,Adventure,Relaxed Player,Family|Friends,Easy,Healing,Medium,Yes,Yes,No,Medium,A gentle strategy adventure with co-op support and approachable goals.,Pikmin 3 Deluxe,피크민 3 디럭스,皮克敏３ 豪華版,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000005302/a32f7ed0a032b291746ee878475521b685ef6c2b2de2caab3f8d40fec2d7ffce",data/media_images/pikmin_3_deluxe.jpg,https://www.nintendo.com/us/store/products/pikmin-3-deluxe-switch/,https://www.nintendo.com/kr/software/switch/ampna/,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,pikmin 3 deluxe
Part Time UFO,Nintendo Switch,2020-10-28,79.0,7.3,,E10+,Nintendo,"['Action', 'Arcade']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Part Time UFO,알바생 UFO,UFO找工作,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000036178/75a5df3b314531faa70f995fb295a963bea956b31beee73fdcdd18b67a6824dc",data/media_images/part_time_ufo.jpg,https://www.nintendo.com/us/store/products/part-time-ufo-switch/,,https://ec.nintendo.com/HK/zh/titles/70010000036181,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,part time ufo
Mario Kart Live: Home Circuit,Nintendo Switch,2020-10-16,75.0,7.3,,E,Nintendo,"['Racing', 'Arcade', 'Automobile']",Switch Compatible,Nintendo Core,Racing,Party Player,Friends|Family|Party|Short Break,Easy,Fun,Short,Yes,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Mario Kart Live: Home Circuit,마리오 카트 라이브: 홈 서킷,瑪利歐賽車實況：家庭賽車場,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000012352/04a99fcf7010676408152bb5c485178d31ab797d757b714ab0aaa318963ccda2",data/media_images/mario_kart_live_home_circuit.jpg,https://www.nintendo.com/us/store/products/mario-kart-live-home-circuit-switch/,https://www.nintendo.com/kr/software/switch/rmaaa/,https://www.nintendo.com/hk/switch/rmaaa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,mario kart live home circuit
卡比群星戰2,Nintendo Switch,2020-09-24,,,,,Nintendo,['Platformer'],Switch Compatible,Nintendo Published,Platformer,Beginner,Solo|Short Break,Easy,Cute,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",卡比群星戰2,,卡比群星戰2,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/186OBQmrBUfV0BfaFnEasE/c747458eb48856c9f17b374fa80fccdb/825faad9707e6b51a76781b6d766df262ece7b9ff856413328df33cfc23b67cb.jpg,data/media_images/hk_70010000034638.jpg,https://ec.nintendo.com/HK/zh/titles/70010000034638,,https://ec.nintendo.com/HK/zh/titles/70010000034638,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,卡比群星戰2
Kirby Fighters 2,Nintendo Switch,2020-09-23,65.0,7.9,,,"['Nintendo', ' HAL Labs']","['Action', 'Fighting', '2D']",Switch Compatible,Nintendo Published,Fighting|Party,Competitive Player,Friends|Online|Party|Short Break,Medium,Exciting,Short,Yes,Yes,Yes,Medium,A cute but competitive Kirby versus pick for short matches.,Kirby Fighters 2,커비 파이터즈 2,卡比斗士2,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000034635/ee0c49585083fda8cb072cf8bf9cb51ee46a0b19dadad02882bd8b4dc4ab8266",data/media_images/kirby_fighters_2.jpg,https://www.nintendo.com/us/store/products/kirby-fighters-2-switch/,https://www.nintendo.com/kr/software/switch/awmfa/,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,kirby fighters 2
Hades,Nintendo Switch,2020-09-17,,,,,,,Switch Compatible,Indie,Action,Core Player,Solo|Short Break,Hard,Exciting,Short,No,No,No,Low,Great low-cost action value for players who enjoy repeated skill-based runs.,Hades,Hades,哈迪斯,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000033131/dbc8c55a21688b446a5c57711b726956483a14ef8c5ddb861f897c0595ccb6b5",data/media_images/hades.jpg,https://www.nintendo.com/us/store/products/hades-switch/,https://store.nintendo.co.kr/70010000033128,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,hades
Paper Mario: The Origami King,Nintendo Switch,2020-07-17,80.0,7.0,,E,Nintendo,"['Role-Playing', 'General']",Switch Compatible,Nintendo Core,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Paper Mario: The Origami King,페이퍼 마리오 종이접기 킹,紙片瑪利歐：摺紙國王,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000029726/7f079a1e3927ea4752fb448ea7f2ccbd86933f5483ad9dd6de23ec96ed4df70b",data/media_images/paper_mario_the_origami_king.jpg,https://www.nintendo.com/us/store/products/paper-mario-the-origami-king-switch/,https://www.nintendo.com/kr/software/switch/aruua/,https://www.nintendo.com/hk/switch/aruua/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,paper mario the origami king
Nintendo Switch Sports,Nintendo Switch,2020-07-01,72.0,6.6,,E10+,Nintendo,"['Sports', 'Party', 'Multiplayer']",Switch Compatible,Nintendo Published,Sports,Family Player,Friends|Family|Party|Short Break,Easy,Active,Short,Yes,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Nintendo Switch Sports,Nintendo Switch Sports,腦科學專家 川島隆太博士監修 大人的Nintendo Switch腦部鍛鍊,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000049931/282ce6a96d5855d8b46aa9316314969f731a26ef9c7b2bc1e5aebe62dcf2ece2",data/media_images/nintendo_switch_sports.jpg,https://www.nintendo.com/us/store/products/nintendo-switch-sports-switch/,https://www.nintendo.com/kr/switch/as8sa/,https://www.nintendo.com/hk/switch/as3ma/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,nintendo switch sports
[Pokémon Café Mix]歡迎光臨！寶可夢咖啡店 ～拌拌繽紛趣～,Nintendo Switch,2020-06-24,,,,,Nintendo,['RPG'],Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",[Pokémon Café Mix]歡迎光臨！寶可夢咖啡店 ～拌拌繽紛趣～,,[Pokémon Café Mix]歡迎光臨！寶可夢咖啡店 ～拌拌繽紛趣～,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/5PtEf95aiL3HNdmHT0BDKB/e598584ac57a720edd1a403fdeb096d9/f61875416c573c3d183b267b20978713db801e4493635dfa7f99e0297ea1bd67.jpg,data/media_images/hk_70010000032448.jpg,https://ec.nintendo.com/HK/zh/titles/70010000032448,,https://ec.nintendo.com/HK/zh/titles/70010000032448,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,pokémon café mix 歡迎光臨 寶可夢咖啡店 拌拌繽紛趣
Jump Rope Challenge,Nintendo Switch,2020-06-16,,7.4,,,Nintendo,"['Action', 'General']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Jump Rope Challenge,줄넘기 챌린지,Jump Rope Challenge,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000032653/e4fa2626512b52774b9cfc912dad6d40dbe7a168c5a83df1d2a675383065d2b3",data/media_images/jump_rope_challenge.jpg,https://www.nintendo.com/us/store/products/jump-rope-challenge-switch/,https://www.nintendo.com/kr/switch/ayv2a/,https://ec.nintendo.com/HK/zh/titles/70010000032656,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,jump rope challenge
Clubhouse Games: 51 Worldwide Classics,Nintendo Switch,2020-06-05,82.0,7.8,,E,Nintendo,"['Miscellaneous', 'Party / Minigame']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Clubhouse Games: 51 Worldwide Classics,세계 게임전집 51,世界遊戲大全51,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000029716/6d0cf8758e634a00d201ce0784e48f13c643b1b935f286d82689bf0a56a1f5e6",data/media_images/clubhouse_games_51_worldwide_classics.jpg,https://www.nintendo.com/us/store/products/clubhouse-games-51-worldwide-classics-switch/,https://www.nintendo.com/kr/switch/as7ta/,https://www.nintendo.com/hk/switch/as7ta/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,clubhouse games 51 worldwide classics
Xenoblade Chronicles: Definitive Edition,Nintendo Switch,2020-05-29,89.0,8.9,,T,Nintendo,"['Role-Playing', 'Action RPG']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Xenoblade Chronicles: Definitive Edition,제노블레이드 크로니클스 디피니티브 에디션,異度神劍 終極版,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000029711/d55f4d73ad88beed1ea061aaaacbe772e40f46b598db513f3f85369d3455aa82",data/media_images/xenoblade_chronicles_definitive_edition.jpg,https://www.nintendo.com/us/store/products/xenoblade-chronicles-definitive-edition-switch/,https://www.nintendo.com/kr/switch/aubqa/,https://www.nintendo.com/hk/switch/aubqa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,xenoblade chronicles definitive edition
Arcade Archives: Vs. Wrecking Crew,Nintendo Switch,2020-05-01,,,,E,['Nintendo'],"['Action', 'Platformer', '2D']",Switch Compatible,Third-party,Puzzle,Creative Player,Short Break|Friends,Medium,Creative,Short,Yes,Yes,No,Low,A classic puzzle-action pick for short problem-solving sessions.,Arcade Archives: Vs. Wrecking Crew,아케이드 아카이브스 VS. 렉킹 크루,Arcade Archives VS. WRECKING CREW,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000028433/f9449e21c256f50f7434b2683550078569ab9a4a17a5cea2e6932bc26d260795",data/media_images/arcade_archives_vs_wrecking_crew.jpg,https://www.nintendo.com/us/store/products/arcade-archives-vs-wrecking-crew-switch/,,https://ec.nintendo.com/HK/zh/titles/70010000028432,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,arcade archives vs wrecking crew
Good Job!,Nintendo Switch,2020-03-26,78.0,7.7,,E,Nintendo,"['Action', 'General']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Good Job!,Good Job!,Good Job!,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000029721/9164bffd7430328a007d9fa1db59b331bcaea8a8c9b6fcc176f089a909a9da21",data/media_images/good_job.jpg,https://www.nintendo.com/us/store/products/good-job-switch/,https://www.nintendo.com/kr/software/switch/detail/av99a/,https://ec.nintendo.com/HK/zh/titles/70010000029724,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,good job
Animal Crossing: New Horizons,Nintendo Switch,2020-03-20,90.0,5.5,,E,Nintendo,"['Simulation', 'Virtual', 'Virtual Life']",Switch Compatible,Nintendo Published,Simulation,Relaxed Player,Solo|Long Session,Easy,Healing,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Animal Crossing: New Horizons,모여봐요 동물의 숲,集合啦！動物森友會,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000027619/9989957eae3a6b545194c42fec2071675c34aadacd65e6b33fdfe7b3b6a86c3a",data/media_images/animal_crossing_new_horizons.jpg,https://www.nintendo.com/us/store/products/animal-crossing-new-horizons-switch/,https://www.nintendo.com/kr/software/switch/acbaa/,https://www.nintendo.com.hk/switch/animal_crossing_new_horizons/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,animal crossing new horizons
Pokemon Mystery Dungeon: Rescue Team DX,Nintendo Switch,2020-03-06,68.0,8.2,,E,['Spike Chunsoft'],"['Role-Playing', 'Roguelike']",Switch Compatible,Nintendo Published,RPG,Beginner,Solo,Easy,Cute,Medium,Yes,No,No,Medium,A friendly Pokemon dungeon route for solo players who want a gentler RPG.,Pokemon Mystery Dungeon: Rescue Team DX,포켓몬 불가사의 던전 구조대 DX,宝可梦不可思议迷宫 救助队DX,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000012523/66593a5969de4b12d9de025e80843ed7cf69671e26b382994c7c0afe00ada30d",data/media_images/pokemon_mystery_dungeon_rescue_team_dx.jpg,https://www.nintendo.com/us/store/products/pokemon-mystery-dungeon-rescue-team-dx-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,pokemon mystery dungeon rescue team dx
ポケモン不思議のダンジョン 救助隊DX,Nintendo Switch,2020-03-06,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",ポケモン不思議のダンジョン 救助隊DX,,ポケモン不思議のダンジョン 救助隊DX,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/1Vm1N7AVM8Ua9kEfn7oeWW/6403114a7e5e6b66e0aa51e2538b1254/8688a87211df2eae31055ecf9ff66d8a14417ac708d05de4f75ddd94f0336574.jpg,data/media_images/hk_70010000012522.jpg,https://ec.nintendo.com/HK/zh/titles/70010000012522,,https://ec.nintendo.com/HK/zh/titles/70010000012522,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,ポケモン不思議のダンジョン 救助隊dx
Pokemon HOME,Nintendo Switch,2020-02-12,,2.0,,E,Nintendo,"['Miscellaneous', 'Application']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Pokemon HOME,Pokémon HOME,Pokémon HOME,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000028523/d5ee86cafc1e0b5b77df70c6ec707c9e6a01589afd34df012830bfa988db2048",data/media_images/pokemon_home.jpg,https://www.nintendo.com/us/store/products/pokemon-home-switch/,https://pokemonkorea.co.kr/pokemonhome,https://ec.nintendo.com/HK/zh/titles/70010000028646,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,pokemon home
Tokyo Mirage Sessions #FE Encore,Nintendo Switch,2020-01-17,81.0,6.2,,T,Nintendo,"['Role-Playing', 'Japanese-Style']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Tokyo Mirage Sessions #FE Encore,환영이문록 #FE Encore,幻影異聞錄♯FE Encore,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000022886/4cc700847727251141aa17904ff38d3e7fcab78b3523fc4dc2de79b5244fd692",data/media_images/tokyo_mirage_sessions_fe_encore.jpg,https://www.nintendo.com/us/store/products/tokyo-mirage-sessions-fe-encore-switch/,,https://www.nintendo.com.hk/switch/tokyo_mirage_sessions_fe_encore/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,tokyo mirage sessions fe encore
Arcade Archives: Vs. Balloon Fight,Nintendo Switch,2019-12-27,,,,E,['Nintendo'],"['Action', 'Arcade']",Switch Compatible,Third-party,Action,Party Player,Friends|Party|Short Break,Easy,Fun,Short,Yes,Yes,No,Low,A lightweight retro local pick for short playful sessions.,Arcade Archives: Vs. Balloon Fight,아케이드 아카이브스 VS. 벌룬 파이트,街机档案 VS. 气球大战,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000023310/c224d2cb4de876923cdcadc225ff1410e7a01f87f4d725d1cfd54b778107d7d7",data/media_images/arcade_archives_vs_balloon_fight.jpg,https://www.nintendo.com/us/store/products/arcade-archives-vs-balloon-fight-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,arcade archives vs balloon fight
Pokemon Shield,Nintendo Switch,2019-11-15,80.0,4.6,,E,Nintendo,"['Role-Playing', 'Trainer']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Pokemon Shield,포켓몬스터소드 · 실드,寶可夢 盾,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000004492/6a824ace8e4b9504eb2937a1a054536d5dc2538ef8c9ef5ac7f1d9ab0f39a78a",data/media_images/pokemon_shield.jpg,https://www.nintendo.com/us/store/products/pokemon-shield-switch/,https://www.nintendo.com/kr/software/switch/sword_shield/,https://game.portal-pokemon.com/sword_shield/tc/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,pokemon shield
Pokemon Sword,Nintendo Switch,2019-11-15,80.0,4.6,,E,Nintendo,"['Role-Playing', 'Trainer']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Pokemon Sword,포켓몬스터소드 · 실드,寶可夢 劍,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000004496/1a7e765fe91da863330208620c5446908cc7ae47108a80a168ff65356df764db",data/media_images/pokemon_sword.jpg,https://www.nintendo.com/us/store/products/pokemon-sword-switch/,https://www.nintendo.com/kr/software/switch/sword_shield/,https://game.portal-pokemon.com/sword_shield/tc/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,pokemon sword
The Stretchers,Nintendo Switch,2019-11-08,75.0,7.2,,E,['Tarsier Studios'],"['Action', 'General']",Switch Compatible,Nintendo Published,Puzzle,Party Player,Friends|Party|Short Break,Easy,Chaotic,Short,Yes,Yes,No,Low,A funny co-op rescue pick for players who enjoy silly coordination.,The Stretchers,스트레처즈,救援担架队,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000008109/d44116d6ab768b57dc8341db39ff4dc1a98ff8e4f1607bc660c2ec5d8514a3e1",data/media_images/the_stretchers.jpg,https://www.nintendo.com/us/store/products/the-stretchers-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,stretchers
擔架拍擋™,Nintendo Switch,2019-11-08,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",擔架拍擋™,,擔架拍擋™,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/55pAjMOPEOBwvCNQHyVV3V/d0b266a826834dd900b430921d3c2e26/74b2d9b4e065213705708390bf38a03d15ce171f4887adb26956b7b087fc160d.jpg,data/media_images/hk_70010000021222.jpg,https://ec.nintendo.com/HK/zh/titles/70010000021222,,https://ec.nintendo.com/HK/zh/titles/70010000021222,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,擔架拍擋tm
Luigi's Mansion 3,Nintendo Switch,2019-10-31,86.0,8.5,,E,Nintendo,"['Action Adventure', 'General']",Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Luigi's Mansion 3,루이지 맨션 3,路易吉洋樓３,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/ncom/en_US/products/games/switch/luigi-s-mansion-3/109482-switch-luigis-mansion-3-us-1200x675",data/media_images/luigi_s_mansion_3.jpg,https://www.nintendo.com/us/store/products/luigi-s-mansion-3-us-109482/,https://www.nintendo.com/kr/software/switch/ag3ja/,https://www.nintendo.com/hk/switch/luigis_mansion_3/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,luigi s mansion 3
